Unicode	input code	full code
17F0B	alnq	alnq
17F0C	almbw	almbw
17F0D	alz	alz
18D02	alz	alz
17F0E	alcx	alcx
17F0F	alzq	alzq
17F10	alwa	alwa
17F11	alwsp	alwsp
17F12	almxp	almxp
17F13	almzl	almzlll
17F14	alsdu	alsdqu
17F15	alao	alao
17F16	alao	alao
17F17	alzl	alzl
17F18	altbu	altbtu
17F19	alsbp	alsbp
17F1A	alsa	alsa
17F1B	almoa	almoa
17F1C	almeu	almlebtu
17F1D	alzp	alzp
17F1E	alrx	alrx
17F1F	alcyb	alcymb
17F20	alsz	alsz
17F21	alza	alza
17F22	aletj	aletj
17F23	alwxo	alwxo
17F24	almwo	almbwo
17F25	alzcx	alzcx
17F26	almji	almtjxi
17F27	altsw	altsbw
17F28	alxxo	alxxo
17F29	alsbz	alsbz
17F2A	alntm	alntntm
17F2B	altmp	altmqbp
17F2C	almoz	almombz
17F2D	alema	alembua
17F2E	alesp	aleszp
17F2F	ail	ail
17F30	ainnn	ainnn
17F31	aio	aio
17F32	ailb	ailb
17F33	aiy	aiy
17F34	aimsi	aimsi
17F35	aiys	aiys
17F36	ainnq	ainnq
17F37	aimbu	aimbtmu
17F38	aiydu	aiydqu
17F39	ailmi	ailmsi
17F3A	aihht	aihhbt
17F3B	aiymb	aiymb
17F3C	aiyr	aiyr
17F3D	aifd	aifd
17F3E	ainw	ainw
17F3F	ainb	ainb
17F40	aizd	aizd
17F41	aitjn	aitjnnnn
17F42	aiydj	aiydqj
17F43	ailai	ailai
17F44	aihqk	aihqk
17F45	aiymq	aiymdq
17F46	aifjb	aifjb
17F47	aickk	aickk
17F48	airx	airx
17F49	aintn	aintmnn
17F4A	aifjq	aifjdq
17F4B	aizlb	aizlb
17F4C	aiebu	aiebqu
17F4D	aimqp	aimbqp
17F4E	aimwp	aimbwp
17F4F	aimxx	aimxx
17F50	aillb	aillmsb
17F51	ailsa	ailsa
17F52	aiao	aiao
17F53	aicso	aicso
17F54	aiczl	aiczlll
17F55	aisxp	aisxp
17F56	aiscx	aiscx
17F57	ainta	ainta
17F58	aizdq	aizdq
17F59	aivdv	aivdjv
17F5A	aillp	aillnqp
17F5B	ailsp	ailsgp
17F5C	aiab	aiab
17F5D	aitll	aitlxl
17F5E	airoa	airoa
17F5F	aintu	aintbwu
17F60	aimbx	aimbrx
17F61	aimxx	aimxyx
17F62	aillp	aillsgp
17F63	ailsx	ailsqx
17F64	aiayu	aiaydqu
17F65	aiyqo	aiybqo
17F66	aitba	aitba
17F67	ainbp	aintmbp
17F68	aintb	aintmsb
17F69	aintm	aintntm
17F6A	aiebo	aiebqo
17F6B	aiecp	aiecbtp
17F6C	aiybi	aiymbdjpi
17F6D	aitao	aitao
17F6E	aitsx	aitscx
17F6F	aifba	aifmba
17F70	airxy	airxy
17F71	aisjl	aistjnnlll
17F72	aizqo	aizdqo
17F73	aitjw	aitjfbw
17F74	aisjx	aistjsx
17F75	aismp	aismlsbtp
17F76	aisjx	aisjvclx
17F77	ainqe	ainlqme
17F78	aiyba	aiymbnta
17F79	aiaam	aiaatjm
17F7A	aisjp	aisjvclxp
17F7B	aisxx	aisxyrx
17F7C	aitso	aitsbao
17F7D	aitx	aitx
17F7E	ainlx	ainllx
17F7F	aisfd	aisfd
17F80	aimce	aimce
17F81	aintb	aintmb
17F82	aintx	aintsx
17F83	ainvu	ainnvmlebtu
17F84	aicsx	aicslyx
17F85	aihla	aiholga
17F86	z	z
17F87	zs	zs
17F88	zx	zx
17F89	zsnn	zsnn
17F8A	zmle	zmle
18D03	zmle	zmle
17F8B	zjs	zjs
17F8C	zcs	zcs
17F8D	zsb	zsb
17F8E	zss	zss
17F8F	zsp	zsp
17F90	zwx	zwx
17F91	zmle	zmlne
17F92	zmw	zmw
17F93	zlw	zlw
17F94	zal	zal
17F95	zz	zz
17F96	zymb	zymb
17F97	ztj	ztj
17F98	ztb	ztb
17F99	zfd	zfd
17F9A	zrk	zrk
17F9B	zdji	zdjpi
17F9C	zmjn	zmtjnnn
17F9D	zme	zme
17F9E	zlal	zlal
17F9F	zlz	zlz
17FA0	zhle	zhhlne
17FA1	zhqk	zhqk
17FA2	zymt	zymbt
17FA3	zylx	zylx
17FA4	ztbu	ztbtu
17FA5	zclx	zclx
18D04	zclx	zclx
17FA6	zsbp	zsbp
17FA7	zsa	zsa
17FA8	zfjq	zfjdq
17FA9	zfdp	zfjdp
17FAA	zvhj	zvhqj
17FAB	zgyp	zgyp
17FAC	zmba	zmba
17FAD	zmxx	zmxx
17FAE	zlme	zlme
17FAF	zlyx	zlymx
17FB0	zzp	zzp
17FB1	zyxp	zyxp
17FB2	ztls	ztlms
17FB3	ztbp	ztbp
17FB4	zcln	zcllsnn
17FB5	zcun	zcbuynnn
17FB6	zfdq	zfdq
17FB7	zsyw	zsyw
17FB8	zsdi	zsdjpi
17FB9	zqjy	zqjy
17FBA	zlct	zlcsbt
17FBB	zjsy	zjsy
17FBC	zab	zab
17FBD	zabu	zabu
17FBE	zaa	zaa
17FBF	zasu	zasbu
17FC0	zybo	zymbo
17FC1	zyua	zybua
17FC2	ztmp	ztmbp
17FC3	ztll	ztlxl
17FC4	zttp	ztbtp
17FC5	ztal	ztal
17FC6	zcls	zcllws
17FC7	zcxp	zclxp
17FC8	zcsb	zcscb
17FC9	zroa	zroa
17FCA	zsmx	zsmllx
17FCB	zsto	zsbto
17FCC	zsxx	zsxx
17FCD	zscx	zsclx
17FCE	zesp	zesbp
17FCF	zqjb	zqjsmb
17FD0	zmja	zmtja
17FD1	zmoi	zmotpi
17FD2	ztjl	ztjzlll
17FD3	zmua	zmbua
17FD4	zxxo	zxxo
17FD5	zybs	zymbcs
17FD6	zybx	zybsx
17FD7	ztlx	ztlyx
17FD8	ztlr	ztlsr
17FD9	zttn	ztbtsnn
17FDA	ztli	ztldjpi
17FDB	zrtx	zrtx
17FDC	zsqp	zsqsp
17FDD	zsbi	zsmbxi
17FDE	znte	zntmlne
17FDF	zmjx	zmtjlmx
17FE0	zmjx	zmtjyx
17FE1	ztjb	ztjesb
17FE2	ztsx	ztsbx
17FE3	zztm	zztjm
17FE4	zybx	zymbwx
17FE5	ztji	ztjmnpi
17FE6	ztjz	ztjz
17FE7	ztmp	ztmqbp
17FE8	ztmb	ztmssb
17FE9	ztbx	ztbsx
17FEA	zcbp	zclmbp
17FEB	zfrx	zfrx
17FEC	zckx	zckrx
17FED	zsmp	zsmsqp
17FEE	znta	zntoa
17FEF	zntx	zntxx
17FF0	znlx	znnlllxx
17FF1	zmjx	zmtjxx
17FF2	zmmw	zmmlnemw
17FF3	zltp	zltzlllp
17FF4	zhkr	zhqkcr
17FF5	zybp	zymbxip
17FF6	zsbo	zsbao
17FF7	zntu	zntcllsbu
17FF8	zglj	zglatj
17FF9	zyba	zymbmxa
17FFA	zraq	zroambq
17FFB	zzma	zzmbua
17FFC	zyba	zymbmbua
17FFD	ztja	ztjmbua
17FFE	znak	zntambunk
17FFF	xyla	xyla
18000	xllb	xllb
18001	xlwwb	xvlwbwmsb
18002	xlsrx	xvlsrtjx
18003	kxmsu	kxmsbu
18004	kxmzl	kxmzlll
18005	kxzf	kxzf
18006	ybydu	ymbydwu
18007	ybla	ymbla
18008	ybai	ymbai
18009	ybz	ymbz
1800A	ybvxi	ymbvxi
1800B	ybhle	ymbhhlne
1800C	ybhqk	ymbhqk
1800D	ybap	ymbap
1800E	ybxip	ymbxip
1800F	ybya	ymbya
18010	ybao	ymbao
18011	ybyz	ymbyz
18012	ybsxp	ymbsxp
18013	ybwbq	ymbwbqq
18014	ybaio	ymbaio
18015	ybzo	ymbzo
18016	ybsxp	ymbsmxp
18017	ybaxb	ymbaxb
18018	ybayo	ymbayo
18019	ybxip	ymbximsp
1801A	ybzyb	ymbzymb
1801B	ybvxw	ymbvxisyw
1801C	ybhqa	ymbhqmbua
1801D	yslmb	ymslmb
1801E	ysmbq	ymsmbq
1801F	ysla	ymsla
18020	ysbw	ymsbw
18021	yshht	ymshhbt
18022	ystls	ymstls
18023	ysslu	ymsslbtu
18024	yslti	ymsltpi
18025	yslsa	ymslsa
18026	ytky	ybtky
18027	ytmsb	ybtmsb
18028	ytmst	ybtmsbt
18029	ytmzl	ybtmzmlll
1802A	yxwb	yxwb
1802B	yxvd	yxvd
1802C	yxmal	yxmal
1802D	yxap	yxap
1802E	yxsbp	yxsbp
1802F	yxbsx	yxbsx
18030	yxsma	yxsma
18031	yxnta	yxnta
18032	yxvrx	yxvrx
18033	yxetj	yxetj
18034	yxmbz	yxmbz
18035	yxmbx	yxmbyx
18036	yxmce	yxmce
18037	yxaa	yxaa
18038	yxtmb	yxtmqb
18039	yxehk	yxehqk
1803A	yxerx	yxerx
1803B	yxmba	yxmba
1803C	yxtba	yxtba
1803D	yxrxn	yxrxsnn
1803E	yxyla	yxynllla
1803F	yxcxx	yxcxcx
18040	yxawp	yxawwbp
18041	yxrxq	yxrxzdq
18042	tja	tja
18043	tjz	tjz
18044	tjfd	tjfd
18045	tjnlq	tjnlq
18046	tjme	tjme
18047	tjsdu	tjsdqu
18048	tjxnx	tjxnx
18049	tjce	tjce
1804A	tjsbo	tjsbo
1804B	tjssl	tjssbl
1804C	tjab	tjab
1804D	tjabu	tjabu
1804E	tlsx	tllsx
1804F	ctmbo	ctmbo
18050	ctggp	ctggp
18051	ctmxx	ctmxx
18052	ctmbx	ctmbsx
18053	ctghk	ctghqk
18054	ctllo	ctlltjo
18055	ctstu	ctsbtbtwu
18056	ctmbb	ctmbtmb
18057	tby	tby
18058	tba	tba
18059	tbfd	tbfd
1805A	tbmsb	tbmsb
1805B	tbsmb	tbsmb
1805C	tbnlq	tbnlq
1805D	tbvnx	tbvnx
1805E	tbwsp	tbwsp
1805F	tbmkp	tbmnkp
18060	tbsdu	tbsdqu
18061	tbldi	tblsdjpi
18062	tbya	tbya
18063	tbsw	tbsw
18064	tbzx	tbzx
18065	tbvz	tbvz
18066	tbvnq	tbvnlq
18067	tbmdn	tbmbdsnn
18068	tbmnp	tbmnqp
18069	tblck	tblckk
1806A	tbrbw	tbrbw
1806B	tbvmt	tbvmsbt
1806C	tbvzl	tbvzl
1806D	tbmju	tbmtjbtu
1806E	tbamr	tbamr
1806F	tbyqp	tbymdqp
18070	tbsxo	tbsxo
18071	tbvml	tbvmzmlll
18072	tbtjb	tbtjtb
18073	tbafd	tbafd
18074	tbtjx	tbtjsmx
18075	tbahe	tbahhlne
18076	tbyqa	tbymdqa
18077	tlxnn	tblxnn
18078	tlmbw	tvlmbw
18079	tlhht	tvlhhbt
1807A	tlhtw	tvlhhbtsyw
1807B	tka	tka
1807C	tkya	tkya
1807D	tksmd	tksmyd
1807E	tkce	tkce
1807F	tssx	tssx
18080	ctmle	cbtmlne
18081	ctmxl	cbtmxl
18082	ctwe	cbtwe
18083	ctsma	cbtsmyda
18084	fsnnn	fsnnnn
18085	fsmr	fsmr
18086	fd	fd
18087	fdp	fdp
18088	fdjl	fdjl
18089	fdynn	fdynnn
1808A	fdwll	fdwll
1808B	fdy	fdy
1808C	fdmle	fdmle
1808D	fdsd	fdsd
1808E	fda	fda
1808F	fdhpi	fdhpi
18090	fdyp	fdyp
18091	fdla	fdla
18092	fdhht	fdhhbt
18093	fdal	fdal
18094	fdai	fdai
18095	fdz	fdz
18096	fdcr	fdcr
18097	fdsr	fdsr
18098	fdsx	fdsx
18099	fdzd	fdzd
1809A	fdwbu	fdwbwu
1809B	fdldi	fdldjpi
1809C	fdhqk	fdhqk
1809D	fdylx	fdylx
1809E	fdtr	fdtr
1809F	fdrx	fdrx
180A0	fdjla	fdjla
180A1	fdao	fdao
180A2	fdsyw	fdsyw
180A3	fdwwp	fdwwbp
180A4	fdqjd	fdqjfd
180A5	fdab	fdab
180A6	fdhkp	fdhqkp
180A7	fdqjd	fdqjfd
180A8	fdnkm	fdntnktjm
180A9	fomw	fvomw
180AA	cx	cx
180AB	cxlms	cxlms
180AC	cxnq	cxnq
180AD	cxlnq	cxlnq
180AE	cxlnx	cxlnx
180AF	cxyx	cxyx
180B0	cxcx	cxcx
180B1	cxsbu	cxsbtu
180B2	cxzll	cxzlll
180B3	cxlcx	cxlcx
180B4	cxlnw	cxlnw
180B5	cxcls	cxclms
180B6	cxnjl	cxnqjl
180B7	cxfjq	cxfjdq
180B8	cxvhj	cxvhqj
180B9	cxqmr	cxqmr
180BA	cxyda	cxyda
180BB	cxsyw	cxsyw
180BC	cxntu	cxntbtu
180BD	cxqcr	cxqcr
180BE	cxydw	cxydnw
180BF	cxlma	cxlmsa
180C0	cxnqi	cxnqjpi
180C1	cxnqp	cxnqsp
180C2	cxydi	cxydtpi
180C3	cxnqx	cxnqcx
180C4	cxnqx	cxnqsx
180C5	cxnti	cxntlspi
180C6	cxntx	cxntrx
180C7	cxnqw	cxnqsyw
180C8	cxsql	cxsqmzl
180C9	rlnnq	rllnnq
180CA	rlmle	rllmlne
180CB	rlwcs	rllwcs
180CC	rlca	rllca
180CD	rkl	rkl
180CE	rkyp	rkyp
180CF	rkz	rkz
180D0	rkfd	rkfd
180D1	rklyx	rklyx
180D2	rkbk	rkbk
180D3	rkymq	rkymdq
180D4	rklrx	rklrx
180D5	rklfb	rklfgb
180D6	rkzo	rkzo
180D7	rkvxw	rkvxmbw
180D8	rkmtm	rkmtbam
180D9	czll	czll
180DA	clp	czllp
180DB	cllp	czlllp
180DC	clsnn	czllsnn
180DD	clmr	czllmr
180DE	cla	czlla
180DF	clfjd	czllfjd
180E0	clmbq	czllmbq
180E1	clmxn	czllmxnn
180E2	clyx	czllyx
180E3	clnw	czllnw
180E4	clme	czllme
180E5	clybp	czllybp
180E6	cltbu	czlltbtu
180E7	clxvo	czllxvo
180E8	clwwp	czllwwbp
180E9	clmbz	czllmbz
180EA	clroa	czllroa
180EB	clchp	czllcbhhhp
180EC	clyxr	czllyxyr
180ED	clsap	czllsayp
180EE	clsrx	czllsrtjx
180EF	sga	sga
180F0	sgydu	sgydqu
180F1	sgcr	sgcr
180F2	sgya	sgya
180F3	sqsp	sqsp
180F4	sqw	sqw
180F5	sqz	sqz
180F6	sqao	sqao
180F7	sqzo	sqzo
180F8	sba	smba
180F9	sbslu	smbslbtu
180FA	sbmr	smbmr
180FB	sba	smba
180FC	sbhht	smbhhbt
180FD	sbcsi	smbcsi
180FE	sbmzl	smbmzlll
180FF	sblyx	smblyx
18100	sblsb	smblsmb
18101	sbhqk	smbhqk
18102	sbtbu	smbtbtu
18103	sbtr	smbtr
18104	sbnta	smbnta
18105	sbmuk	smbmbunk
18106	sbhwo	smbhwo
18107	sbamr	smbamr
18108	sbsub	smbsbuyb
18109	sbsap	smbsap
1810A	sbntu	smbntsbu
1810B	sbmze	smbmzmlne
1810C	sbtlr	smbtlsr
1810D	sbrtx	smbrtx
1810E	sbrcx	smbrocx
1810F	sbnap	smbntap
18110	sbati	smbatpi
18111	sbrxp	smbrtxp
18112	sbftx	smbftsdsx
18113	skha	skha
18114	sknb	sknb
18115	ssa	smsa
18116	ssxi	smsxi
18117	ssnq	smsnq
18118	sssx	smssx
18119	ssdji	smsdjpi
1811A	ssyqi	smsydqxi
1811B	ssmtb	smsmlebtmsb
1811C	sdmw	sydmw
1811D	sdrx	sydrx
1811E	sdysa	sydysa
1811F	stsnn	sbtsnn
18120	stz	sbtz
18121	stcx	sbtcx
18122	stcsn	sbtcsnn
18123	stao	sbtao
18124	stasn	sbtasnn
18125	stsyw	sbtsyw
18126	sttz	sbttz
18127	sttli	sbttldjpi
18128	slsnn	sblsnn
18129	sla	sbla
1812A	slf	sblf
1812B	slsx	sblsx
1812C	sltjl	sbltjnll
1812D	sltlx	sbltlx
1812E	sljea	sbljeya
1812F	sxp	sxp
18130	sxlb	sxlb
18131	sxnll	sxnll
18132	sxmnk	sxmnk
18133	sxa	sxa
18134	sxnx	sxnx
18135	sxne	sxne
18136	sxlnq	sxlnq
18137	sxts	sxts
18138	sxczl	sxczll
18139	sxsx	sxsx
18D05	sxsx	sxsx
1813A	sxvy	sxvy
1813B	sxvxn	sxvxnn
1813C	sxwle	sxwlne
1813D	sxlyb	sxlymb
1813E	sxlcx	sxlcx
1813F	sxlsx	sxlsx
18140	sxhle	sxhhlne
18141	sxymr	sxymr
18142	sxymx	sxymx
18143	sxybp	sxybp
18144	sxtbu	sxtbtu
18145	sxfjb	sxfjb
18146	sxtpi	sxtpi
18147	sxrx	sxrx
18D06	sxrx	sxrx
18148	sxsbp	sxsbp
18149	sxusx	sxusx
1814A	slwbp	sxlwbp
1814B	sxmba	sxmba
1814C	sxlwa	sxlwa
1814D	sxlya	sxlya
1814E	sxlsw	sxlsbw
1814F	sxao	sxao
18150	sxxyt	sxxydt
18151	sxtlx	sxtlx
18152	sxtbp	sxtbp
18153	sxctp	sxcbtp
18154	sxssl	sxssbl
18155	sxsyw	sxsyw
18156	sxntx	sxntx
18157	sxnta	sxnta
18158	sxzdq	sxzdq
18159	sxwba	sxwba
1815A	sxtja	sxtja
1815B	sxmbx	sxmbyx
1815C	sxbua	sxbua
1815D	sxamr	sxamr
1815E	sxasp	sxasp
1815F	sxyws	sxybws
18160	sxcsb	sxcssb
18161	sxsvx	sxsnvsx
18162	sxnjo	sxntjbo
18163	sxntu	sxntsbu
18164	sxwbl	sxwbczll
18165	sxadi	sxadjpi
18166	sxzsp	sxzsp
18167	sxyba	sxymba
18168	sxyub	sxybumsb
18169	sxfbw	sxfbw
1816A	sxfda	sxfda
1816B	sxrcx	sxrocx
1816C	sxnbp	sxntmbp
1816D	nkntx	nkntsx
1816E	sxtjp	sxtjap
1816F	sxmmb	sxmbtmmsb
18170	sxyqi	sxydqdjpi
18171	sllmd	sxllmtjyd
18172	sxnxx	sxnxylx
18173	sxnxq	sxnxfjdq
18174	sxmtm	sxmtbam
18175	sxmti	sxmtbai
18176	sxjlq	sxjltnlq
18177	sxats	sxatjcs
18178	sxaia	sxainta
18179	sxtjj	sxtjalfj
1817A	sxtat	sxtjahhbt
1817B	sxrxb	sxrocxmsb
1817C	sxnmu	sxntjmfgbu
1817D	sxrxd	sxrocxmtjyd
1817E	sxne	sxne
1817F	njnnn	nqjnnnn
18180	njp	nqjp
18181	njxi	nqjxi
18182	njw	nqjw
18183	njz	nqjz
18184	njylx	nqjylx
18185	njcsp	nqjcsp
18186	njwsp	nqjwsp
18187	njwsx	nqjwsx
18188	njati	nqjatpi
18189	njsap	nqjslasp
1818A	njyww	nqjybwsyw
1818B	nwtlx	nwtlx
1818C	nwmtd	nwmbtfd
1818D	nmlnm	ntmlntm
1818E	nmtjp	ntmtjwwbp
1818F	njvbo	ntjvbo
18190	njenl	ntjenll
18191	njbua	ntjbua
18192	njvbx	ntjvbcx
18193	njmxl	ntjxlmxl
18194	njllu	ntjmllantsbu
18195	njhmu	ntjhmbtmu
18196	fya	fysa
18197	fyz	fsyz
18198	fyap	fsyap
18199	fysqb	fsysqb
1819A	fyzx	fsyzx
1819B	fytal	fsytal
1819C	fymjb	fsymtjcb
1819D	nqp	nlqp
1819E	nqws	nlqws
1819F	nqmle	nlqmle
181A0	nqb	nlqb
181A1	nqa	nlqa
181A2	nqss	nlqss
181A3	nqnq	nlqnq
181A4	nqmxl	nlqmxl
181A5	nqmsp	nlqmsp
181A6	nqla	nlqla
181A7	nqymb	nlqymb
181A8	nqyr	nlqyr
181A9	nqyx	nlqyx
181AA	nqtj	nlqtj
181AB	nqsx	nlqsx
181AC	nqdji	nlqdjpi
181AD	nqnqb	nlqnqb
181AE	nqmgp	nlqmgp
181AF	nqme	nlqme
181B0	nqmlw	nlqmlw
181B1	nqlyx	nlqlyx
181B2	nqslu	nlqslbtu
181B3	nqbua	nlqbua
181B4	nqymt	nlqymbt
181B5	nqymx	nlqymx
181B6	nqtr	nlqtr
181B7	nqtx	nlqtx
181B8	nqclx	nlqclx
181B9	nqfjq	nlqfjdq
181BA	nqix	nlqix
181BB	nqlrx	nlqlrx
181BC	nqyxp	nlqyxp
181BD	nqsz	nlqsz
181BE	nqssl	nlqssbl
181BF	nqwmt	nlqwmsbt
181C0	nqjlw	nlqjlnw
181C1	nqlsw	nlqlsbw
181C2	nqanq	nlqanq
181C3	nqxal	nlqxal
181C4	nqxyr	nlqxyr
181C5	nqtmb	nlqtmqb
181C6	nqtz	nlqtz
181C7	nqybz	nlqybz
181C8	nqtli	nlqtldjpi
181C9	nqfbw	nlqfbw
181CA	nqtjx	nlqtjgx
181CB	nqhep	nlqhhlneyp
181CC	nqtbq	nlqtbymdq
181CD	nqctp	nlqctggp
181CE	nqtpi	nlqtpi
181CF	nqtlg	nlqtlg
181D0	ftaa	ftaa
181D1	ftvbx	ftvbcx
181D2	ftsdx	ftsdsx
181D3	ftesa	ftesda
181D4	ftama	ftamxa
181D5	ftrtk	ftrbtbk
181D6	nxhpi	nlxhpi
181D7	nxmbu	nlxmbqu
181D8	nxczl	nlxczll
181D9	nbasa	nqbasa
181DA	nbsap	nqbsayp
181DB	ntya	nhbtya
181DC	nnlq	nnlq
181DD	nqa	nnlqa
181DE	nqnta	nnlqnta
181DF	nqp	nnlqp
181E0	nqa	nnlqa
181E1	nxtpi	nnlxtpi
181E2	nxsbw	nnlxsbw
181E3	nxtsw	nnlxtsbw
181E4	sxcs	sxcs
181E5	zq	zq
181E6	zqtbn	zqtbnnn
181E7	zqao	zqao
181E8	zqtxn	zqtxnn
181E9	zqmvb	zqmxvsb
181EA	zqzy	zqzy
181EB	zla	zllla
181EC	zlxnn	zlllxnn
181ED	zlz	zlllz
181EE	zlzi	zlllzi
181EF	zlsqj	zlllsqj
181F0	zd	zd
181F1	zdp	zdp
181F2	zda	zda
181F3	zdcs	zdcs
181F4	zdmxl	zdmxl
181F5	zdhht	zdhhbt
181F6	zdfmb	zdfmb
181F7	zdsbp	zdsbp
181F8	zdfgt	zdfgbt
181F9	zxa	zxa
181FA	zxwx	zxwx
181FB	zxma	zxma
181FC	zxal	zxal
181FD	zxyx	zxyx
181FE	zxcx	zxcx
181FF	zxlla	zxlla
18200	zxxo	zxxo
18201	zxcsb	zxcsb
18202	zxrx	zxrx
18203	zxnqp	zxnqp
18204	zxnjo	zxntjbo
18205	zxsma	zxsmyda
18206	zxtjx	zxtjtlx
18207	vlmnx	vholmnx
18208	vlmxg	vholmxg
18209	vltmp	vholtmsp
1820A	mtfa	mttfa
1820B	mtllu	mttlltbtu
1820C	mtnxx	mttnxnx
1820D	wwjs	wbwjs
1820E	wwxl	wbwxl
1820F	wwcs	wbwcs
18210	wwmsb	wbwmsb
18211	wwal	wbwal
18212	wwcx	wbwcx
18213	wwhqk	wbwhqk
18214	wwlfb	wbwlfgb
18215	wabua	wabua
18216	waylx	waylx
18217	watlp	watlp
18218	waclx	waclx
18219	wlydu	wtlydqu
1821A	wcs	wcs
1821B	wsp	wcsp
1821C	wsylx	wcsylx
1821D	wsao	wcsao
1821E	wsmjd	wcsmtjyd
1821F	mja	mlqja
18220	mjrx	mlqjrx
18221	mjsml	mlqjsmal
18222	mjsgu	mlqjsgydqu
18223	mqmsb	mydqmsb
18224	mqmsx	mydqmsx
18225	mlymq	mlxlymdq
18226	mmxi	mbmtmxi
18227	mmxx	mbmtmxx
18228	mmrx	mbmtmrx
18229	mal	mal
1822A	mlfd	malfd
1822B	mza	mza
1822C	mzcs	mzcs
1822D	mzce	mzce
1822E	mtdji	msbtdjpi
1822F	mthqk	msbthqk
18230	mttpi	msbttpi
18231	mtcls	msbtcmls
18232	mtshk	msbtshqk
18233	mlmsb	mzlllmsb
18234	mltj	mzllltj
18235	mlsmb	mzlllsmb
18236	mlmst	mzlllmsbt
18237	mlxx	mzlllxx
18238	mlsma	mzlllsma
18239	mlsmw	mzlllsmw
1823A	lqa	lgqa
1823B	sqsbu	sdqsbu
1823C	sqlsx	sdqlsx
1823D	sqjsa	sdqjsa
1823E	sqntu	sdqntsbu
1823F	yjai	ydqjai
18240	yjz	ydqjz
18241	yjmxg	ydqjmxg
18242	yjzo	ydqjzo
18243	ylsnn	ynlllsnn
18244	ylmbd	ynlllmbd
18245	yla	ynllla
18246	yltj	ynllltj
18247	ylsmm	ynlllsmbtm
18248	ylsmu	ynlllsmbtmu
18249	bjl	btjl
1824A	bjtmb	btjtmb
1824B	ba	ba
1824C	bannn	bannn
1824D	baxi	baxi
1824E	bacll	bacll
1824F	baw	baw
18250	baqb	baqb
18251	baxy	baxy
18252	bayx	bayx
18253	batj	batj
18254	bazll	bazlll
18255	bacws	bacws
18256	bacls	baclms
18257	bafjq	bafjdq
18258	baea	baea
18259	baygl	baygjl
1825A	balfb	balfgb
1825B	batjt	batjhhbt
1825C	bavjw	bavhqjw
1825D	bua	bua
1825E	bao	buao
1825F	hqb	hqb
18260	hblg	hqblg
18261	hbxi	hqbxi
18262	hbnqb	hqbnqb
18263	hbgst	hqbgsbt
18264	kasp	kasp
18265	hbsnn	hhbsnn
18266	hbxnn	hhbxnn
18267	hbcbu	hhbcbqu
18268	hbrx	hhbrx
18269	hwgpi	hhbwgpi
1826A	hesnn	hhlnesnn
1826B	hewll	hhlnewll
1826C	hewb	hhlnewb
1826D	hey	hhlney
1826E	hemle	hhlnemle
1826F	hesd	hhlnesd
18270	heyp	hhlneyp
18271	henq	hhlnenq
18272	henx	hhlnenx
18273	hembw	hhlnembw
18274	hembu	hhlnembtmu
18275	hemxl	hhlnemxl
18276	hemnl	hhlnemnlll
18277	heyx	hhlneyx
18278	hecr	hhlnecr
18279	hehle	hhlnehhlne
1827A	hehqk	hhlnehqk
1827B	heylx	hhlneylx
1827C	hetpi	hhlnetpi
1827D	herbu	hhlnerbtu
1827E	hesbw	hhlnesbw
1827F	hefjq	hhlnefjdq
18280	hevgi	hhlnevgpi
18281	helrx	hhlnelrx
18282	heao	hhlneao
18283	hexa	hhlnexa
18284	hetlx	hhlnetlx
18285	hegfd	hhlnegfd
18286	hemxa	hhlnemxa
18287	helfb	hhlnelfgb
18288	herxp	hhlnerxp
18289	hesba	hhlnesba
1828A	hewxd	hhlnewxsd
1828B	hetba	hhlnetba
1828C	hentx	hhlnentsx
1828D	hegsw	hhlnegsyw
1828E	hemei	hhlnemletpi
1828F	hqk	hqk
18290	hkws	hqkws
18291	hkmw	hqkmw
18292	hkfd	hqkfd
18293	hkmsu	hqkmsbu
18294	hktpi	hkxtpi
18295	hkfjq	hkfjdq
18296	hkwbq	hqkwbqq
18297	hkcxp	hqkclxp
18298	hksba	hqksba
18299	hkmua	hqkmbua
1829A	xtcsb	xbtcsb
1829B	xxmsb	xxmsb
1829C	xxmst	xxmsbt
1829D	xxmqp	xxmnqp
1829E	xxtqp	xxtqp
1829F	xxce	xxce
182A0	xxtln	xxtlxnn
182A1	xxtjl	xxtjzlll
182A2	zla	zla
182A3	ytydu	ymbtydqu
182A4	yxmbq	ymxmbq
182A5	yxyr	ymxyr
182A6	yxyx	ymxyx
182A7	yxnql	ymxnql
182A8	yxnlq	ymxnlq
182A9	yxrx	yxrx
182AA	yxlyx	ymxlymx
182AB	yqa	ymdqa
182AC	yqyx	ymdqyx
182AD	yqrk	ymdqrk
182AE	yqsbl	ymdqsbl
182AF	yqfjb	ymdqfjb
182B0	yqrx	ymdqrx
182B1	yqtbp	ymdqtbp
182B2	yqjlx	ymdqjlrx
182B3	ysa	ylsa
182B4	yxsnn	ylxsnn
182B5	yxqbu	ylxqbu
182B6	yxa	ylxa
182B7	yxmle	ylxmlne
182B8	yxylx	ylxylx
182B9	yxtpi	ylxtpi
182BA	yxmeu	ylxmebtu
182BB	yxtxb	ylxtxb
182BC	yxtcl	ylxtczll
182BD	yxntb	ylxntwb
182BE	yxntu	ylxntsbu
182BF	yxftx	ylxftsx
182C0	yqo	ybqo
182C1	yqxnn	ybqxnn
182C2	yqyo	ybqyo
